,user,username
9601,312195939,CTVWindsor
9604,1519347316007788545,nameless_cynic
9610,1387357799861178368,Michael32477817
9615,55553095,YorkFIS
9644,90267599,marki_marku
9647,1605833124608344068,ravennforlife
9651,35511525,amconmag
9656,938408645842399233,cabinposh
9664,20475325,PaulSchleifer
9670,40531406,nightbird39
9677,1856680797073203200,BlueskyLibs
9691,1148087381913825281,EyesWid17521280
9692,25950355,NEJM
9695,938448624962355201,DrGorfinkel
9737,804409343147798529,linda_mintun
9740,42769016,AAPSonline
9766,1821053854730829824,novogroup1946
9781,312194762,CTVLondon
9782,175273777,RobMcGravytrain
9808,1381436667387645954,Scoutastic1
9820,86970530,tmprowell
9867,2381603959,EverProactive
9880,1072049929,kelechi_onyeaka
9882,1177386633764790273,TTAVOfficial
9930,252794509,picardonhealth
9937,1678012032640073729,Mapache155893
9957,398490298,MrGeorgeWallace
9960,731167584,RonBrownstein
9968,1147027546497835011,HealthTshwane
9974,1232274574940790784,kerrybehave
9989,109065990,RealAlexJones
10016,1814336072777945088,Phloqui
10038,1691650659756736513,BearwithMeproj
10060,245163462,ocanannain
10075,918982938519265280,PaigeSully88
10084,17194257,News4SA
10105,32863881,getthrutheday
10117,128763392,TheChristianLft
10119,44175599,beeinchicago
10122,1359103958,UKHSA_EastMids
10140,25985333,ntvkenya
10148,15945791,tlangford
10151,1590171726985527298,froglet80
10163,1790313150031474688,ahavahospital
10169,69181624,amanpour
10178,497300307,jad1rad
10181,17754880,jpitney
10202,250492272,igorbobic
10208,1231657513826824200,chedca
10213,284422688,hutchinson
10220,14304170,PennLive
10251,1686165253598404609,SharonScot66875
10254,1867596428,TommasinaResist
10274,1732552368821055488,birch_edna4625
10279,2557211461,JHF_Voss
10295,1820430681430016000,iVAXMandaluyong
10342,18342379,jeffcharlesjr
10349,1865042647292801024,FckEveryDisease
10353,16711026,Politics_PR
10358,1353805691866079232,ronInBendigo
10361,104446364,taipei_times
10365,1103249713,Mairebc
10366,1280016066278612992,22liv22
10407,1295026388874014733,centralnewsza
10429,1598483703197761536,PennyH2022
10440,54134190,lovingsgirl
10448,23489273,LEX18News
10457,721139965,rubysageybur
10458,824393483616141312,SibleyHobie
10473,241902765,stevenamcqueen
10498,44584492,zaruk
10501,1587434068681048064,h81418541
10513,1843965217119580160,BLAHBLAHBL53710
10520,800707492346925056,axios
10526,2851470723,PAHOCaribbean
10538,1508503638758592515,udreams30
10542,1578125966526025728,andrew_ulman
10564,1444331885056909313,1Pr0p0rt10n2
10567,36526960,drcateshanahan
10572,1524897542676221952,KLSDeaf
10579,771413997891584005,ohhellno100
10591,1495811665207648256,unlimited_ls
10604,1526864863,Allen_Clifton
10620,1139586696394268674,kmldial70
10631,1586014840878948355,BLeppajoki
10653,874102026132639744,Spike9151
10686,992576710221729792,jayme_lozano
10693,1811810501237538816,AAM_Valpor
10716,138451153,twpiggott
10721,1767953545238585349,CalderoneS6325
10739,12848262,TorontoStar
10743,14837621,timethief
10746,833150310524809216,DrSpock_PhD
10761,1151639730116673537,StollDax
10768,16187637,ChadPergram
10776,16379854,WellandTribune
10779,14942880,JeremyReesnz
10788,1604409067090464768,Sairahzzd
10796,24491152,BenJStrang
10808,126733638,pmnewsnigeria
10822,1392214392561938438,BUCEID
10827,1372027572,nicd_sa
10828,796098576430628864,itsallrealitv
10858,1765788307349250048,IrishKat00
10867,830083791041409024,amygillette2u
10869,370162063,WILTY_TV
10878,1569673939642875904,healthcare0111
10893,710036672117800960,def__init__e
10900,1679679096551272451,PhillyGenx
10908,930675679494131713,Jimmy36827781
10916,1499607608,sallyKP
10917,2846680295,SELondonICS
10933,1304698659787988992,oiyahu
10963,351342476,MeaslesRubella
10985,165896009,starringtexas
10989,45915319,mcjomcg
10993,634975754,SnowdenBishop
10997,960817018193764352,1goodtern
11004,1347200291289096193,RAPMAN56934311
11040,1760699905172279296,HankC88475
11048,1284555909629452289,TambeElvisA
11082,1031360190262566913,mhcsnsw
11108,1559147886625128448,DuncanJ60701953
11131,18548319,DrSuneilJain
11151,3177760667,fvckbts
11154,247351807,NFIDVaccines
11191,3408215668,DastDn
11196,1383522020630036488,TMPLjck
11204,1404107983924121607,lankyidiot
11214,1880373742519439360,1curiouslane
11240,736177986643189761,cinderlenin
11250,1032179513088651264,Ravarora1
11261,1382000313813508097,julielajoie13
11267,14365803,scott_willhite
11274,227429355,AmeshAA
11288,1253790815681314816,shannawrites1
11318,1221078344680247298,AllenHive
11328,1587221431397515264,Hannah4Liberty
11331,1853334732,Smartraveller
11334,1708483230863917056,SandSteelCotton
11338,282965354,simonmaechling
11369,2533219777,lamsalebanon1
11412,1019960777321562118,Tartarian14
11416,36049760,TonyaLampley
11427,1369489961238417410,_pblanknews
11429,1668057628851818496,livisdefnothere
11445,2680376912,12edwood79
11446,1021809792082358272,ed_hagen
11451,96816398,AM800CKLW
11456,1345970993676763136,KarthikLankala
11458,22278303,charlesornstein
11478,3222624681,millsalice144
11499,1485235307096072195,NeuralGrndState
11501,1553614529044615169,alphamarketnews
11511,3330748731,AlejandroE266
11518,1603611335295655937,FCKNABEJEE
11520,382572073,Mcali4
11534,1957550522,edwereddie
11551,17659340,CTVToronto
11581,701868402483159040,samoaobserver
11615,517903296,TroyBrady2
11626,1582085844520796163,rezfreed
11634,30280302,sgloscouncil
11638,3240753078,mark_melbin
11642,3219849319,TerriWhiti
11657,1675467312747642880,AmicusCuri99068
11703,1762484883874598912,bosphcdb
11718,1734035770762051584,SportDrinkCo
11725,3578128343,ihp_uk
11733,41470881,CarlosAMoreno
11744,1909916257,BestPixMN
11784,998749212673216512,Luminousthght
11797,1505701485325463555,JohnBraddock15
11828,336516134,titaniumtori
11850,1248260207081332738,IreneMavrakakis
11854,125215990,healthgovau
11866,988990495081795584,weaponizedword1
11868,14296157,nbc4i
11874,894037297,liarhahaa
11897,13120642,fijitimes
11940,1581615351460241409,vaultscoring
11957,1713101497117061120,RosieM1276203
11988,1590391323512782849,SolaceSays
12016,1659306983768600577,DrNice2022
12054,3128310268,7e8be13f6d3e4e6
12061,50101725,devex
12065,992208382240215040,BuryLass144
12082,1480821671200182275,EinsteinQuotes
12087,1683273617180889088,itsnotnotfunny
12099,324935554,FranzHefter
12117,1526583725563301888,MedDataDoc
12120,15031724,rblumel
12133,2768501,abcnews
12162,1372138002,UHNM_NHS
12177,1431013654745473027,SaraBarista1
12193,1498007125351665673,Terry254_
12194,18243006,pndblog
12271,255340030,sunlorrie
12281,1329381350780989440,awakenindiamvmt
12313,239651497,VaccinateIN
12316,1660979660300140544,NexusMediaUg
12341,166517251,AZERTAC
12362,2412785810,JuliaDJordan
12366,1507748686222274568,HaliduBaba
12394,2232317577,Mehatechoo
12402,710423461,rubyverzn
12413,1540234621266305025,nhsbobicb
12436,1869501680,CagedChef457
12444,4464358941,carbared
12453,1596199353626071041,Alex_Major1
12467,19950741,potencypodcast
12469,1872002153058807808,FreedomMatty
12471,1247606632009195520,VictorishB123
12486,3627299718,MG44Graf
12499,96906231,thevivafrei
12508,1680443418273775616,MCN742766360744
12511,865181221646725120,cumbriaoldrural
12514,43064490,VicGovDH
12517,1432858233153196033,accomplisheddog
12518,116529768,kwame_mckenzie
12569,748964941453991937,Halcyon270
12572,1603554999593746432,cmadsq
12594,1365947120788922370,NayigaHarriet6
12598,25287690,CTVAtlantic
12610,2776334448,WR_LaoPDR
12613,268417891,ElJefe__
12661,20113718,ValerieHogan
12694,1053726919592738818,icarebilling
12706,886794391054110720,SandyWard75
12738,32431468,AmerAcadPeds
12740,171600214,PAX_news
12741,1288974813373972480,saramcgrath77
12756,16935292,democracynow
12764,78492265,housh45
12768,1834547916549091330,quabbin8
12798,1279745744,Curious111188
12833,1596160355608236032,justcurious707
12854,29442313,SenSanders
12860,360885656,RectumSpectrum
12865,1843552825034547200,JackieSmit95262
12909,1813173429685952512,Spencer49453981
12921,831320691580497920,DrEtiquette
12951,1587687926883930112,maghrebi_org
12967,1514803698,LqLana
12982,105050227,sjs856
12986,2422132717,RodneyRohde
12989,603348434,BigSodaBuck
13041,116780216,cappsie
13060,16348549,ONECampaign
13085,26819424,kimatv
13089,3680542163,veryethicalh8r
13107,1455294902451904516,faststocknewss
13123,1796333141881147392,KarlaH757754
13162,15438913,DailyMail
13172,20437704,ChalkbeatNY
13181,2233217629,ChiTownGuitar
13188,18993076,draevans
13195,394301089,LyonsDem
13212,18036080,Sajizzle
13213,1674604107976376321,Jessies_Too
13216,29693664,ghost0ftomjoad
13234,1118942989,MSF_SouthAsia
13237,115490380,UCSFHospitals
13264,973731920264638464,DamageJacque
13279,1326728764491919361,JM_Tenet
13314,15837659,jbendery
13316,846060265,fivetoephil
13322,1518695683162836992,OneManSean
13330,158143440,chwknews
13335,293131808,PattyMurray
13337,864504630,informa05263271
13342,883147630636916736,LOZ416
13355,1715105428701601792,NOTUSreports
13359,19679818,MaireRua
13396,1336908879314087936,WHONepal
13427,16834659,SkyNewsAust
13429,779151789509582848,reportsbychar
13454,19720364,BillBishopKHOU
13469,1359636986760290304,Maryland_SD
13478,308481779,Bocadealbanil
13495,1045410859181314050,SassyODaisy
13513,17288391,krgv
13532,1085601992175542272,SMichaels3
13533,1546709860800159745,anaveentalks
13540,900331676705992704,PremierHospKE
13541,1054100621492666368,charlesujeanhil
13560,2310812594,Mammuthus_
13608,31331628,NursingCenter
13611,391055323,Megan_With_No_H
13618,1239207799487332363,AnnWilk88393665
13626,1254060003952070656,gaillar41755926
13637,1271260356,BeeADeplorable
13641,1620829665681342464,FuukTwitar
13643,570387863,solomongrundy6
13671,15652540,KTVU
13687,1934626122,ChalkbeatIN
13727,95929534,AlexNowrasteh
13769,1876673494546792449,LockeCole35470
13782,331750916,hospitalnewscom
13784,853646311941451778,Road_trippn
13798,15675138,cspan
13811,2737139946,veggiequeen420
13817,40485132,noelien
13829,784067303918870528,Powaymom2
13852,4880020847,aeonexplorer
13871,3096996858,maireadelordi
13877,237020420,rodmickleburgh
13903,516953404,fenguita
13913,600080403,6ixbuzztv
13919,1743149355547406336,black13830
13934,1216755285638963200,SarahJo23672889
13957,1229200718076268544,GogIvanka
13965,1744322639638720512,southldn_imms
13967,1146552860412272640,jackpond16
13969,1618391376722264064,Cathy101180
13971,16950863,KRLD
13980,2523912600,HoodStacia
13991,39507361,cknewstoday
13993,1342900680990863360,NoAlgae69
14035,470692640,chimellejoy
14037,273776450,insauga
14048,1278283254165114880,NCRC_Pakistan
14080,1858589263178223616,JoLynn1941428
14086,2330407506,ThomasPHI2
14101,714818940,CaitlynGallaspy
14112,967834138047782912,circleofmamas
14126,567166702,RobynAMilne
14161,36402257,AboutPediatrics
14174,17312357,gstuedler
14182,31064165,Fxhedgers
14195,29816986,Maricopahealth
14196,1691182883858214914,JTird5477
14198,837376302705438720,karenward8521
14200,2527973556,DrHirschfield
14208,897988113452150786,asclepiasyriaca
14225,1067106974620442624,MxPunky
14246,1689262422257786881,rospigge60559
14269,1484352415784529921,GreyLadiesNYC
14274,1209936918,OANN
14282,43985481,angryhua
14298,1613954027875700752,CHDIreland
14302,42958829,CBSEveningNews
14312,34375815,mic1303
14315,619437805,Susanbartlett12
14325,1003777482,AnnevanLeur
14344,1857809851927158784,lear_donna97997
14358,1195424998363746304,Shepardess2
14370,1493392727593132043,tyndmbbtnr
14440,1102517460987756544,RINewsToday
14503,441389311,TND
14528,8935172,ydrcom
14620,791772870,CHCHNews
14624,970245576305426433,Tweety____X
14646,31565351,AnaCabrera
14652,24755505,JuneauEmpire
14653,1381391249303830528,anus99566149
14667,1738774217024585728,yourthefool
14672,1486709731934670859,Lyall3Lyall
14687,2730222072,TheHillEvents
14691,1242838816475377665,Rarecandypod1
14711,1626792703802462209,Vanessaslava
14715,63362429,7NewsAustralia
14719,385769023,TakiaBrown
14729,1192685133540642816,HotMoozik
14744,1394042398368485384,TransplantIDNet
14754,1863849743304011776,ciriushara
14759,2852298962,RengsecondEng
14764,421000807,GraemeFunnell
14779,1364078866613104641,CovidCastaways
14795,114807372,DrChrisNorthrup
14798,412390560,krbisous
14817,905141881071439872,DebiEvansMatron
14827,19907735,HitsCornwall
14831,170921358,always_vote
14863,1180242628681572352,Coleidoscopes
14868,30495583,Sammy_Socialite
14902,1186021935534215172,Segl03966132
14917,1646242405,AlastairMcA30
14955,15301503,golub
14983,1087382296435535872,LagosPHCB
14998,1339136319738540033,BarnardosHealth
15021,1349849432989212673,TheAusToday
15041,809558047,libbyemmons
15049,2445110005,UAE_BARQ_EN
15077,5692542,statesman
15088,37185132,Dian5
15100,1677593606385745921,Aldhissla45
15104,1801034986935730176,agazeblank
15119,374119756,AhmadRehanKhan
15134,1769551,NYTHealth
15160,1247883519486914562,bhushi_m_k
15162,2889924959,TrueFactsStated
15169,20311432,NorbVonnegut
15194,191735009,UNICEFMada
15215,14291830,mwendling
15238,812344585,ritamary6
15247,4211201956,drvaaash
15250,1217198127591186437,NewsNation
15268,87057908,RetroReport
15271,2762530229,SanteSuzie
15272,56396685,mattmosk
15299,2168229602,InverclydeHSCP
15318,1855269242884546560,UTDapperOne
15338,744251534041559040,AmplifyUrVoices
15339,1087094798358667264,NaijaVegasTV
15369,712590698,AnneMarieFlynn2
15406,78088775,nadesarum
15412,1160195824921399296,DanasMuse1
15420,19769121,AlexUnmuted
15426,1563184006811660290,hall_radclyffe
15430,1908177277,CWGH1
15449,116846720,taashi2016
15454,4018888580,highbrow_nobrow
15469,3494609536,hotjist
15477,188774441,CClark570
15480,14348157,crampell
15481,1100927498,DDNewslive
15492,32568589,oldfshndanne
15596,1226911969539653634,NcAging
15599,741035667136913408,Imwithherb
15610,14477447,CastingTheTunes
15649,1500701459075112960,kuneho_wan
15660,894007020411473920,newsroom_the
15671,2475753157,jtmayes3
15674,619444978,largiantribune
15676,1472382655496863753,DonateMask
15683,1511742718011084801,DennisB64606601
15694,1598060606640250880,truthdoctor88
15707,113631341,MinorityView
15710,14589909,NewstalkZB
15713,313523505,UNICEFHaiti
15731,305587868,EgyptTodayMag
15743,899586923408146432,Akinmeto
15766,709437220617322497,DonaldVinh
15783,121489690,MasonRaeDixon
15794,2933831929,elon12232
15802,560617522,fijivillage
15825,108319677,KCBD11
15871,909779501546164224,VoiceHealthCare
15893,1549183329206996992,Censored4sure
15897,914717728572936192,HealthforU5s
15914,15694286,wfaa
15922,1322852293750960133,MwangoCapital
15930,245689692,RWwatchMA
15951,1739697826123112448,Madi1Dembele
15970,32391821,philredcross
15972,709396928,meesoe_dontask
15985,850740625246896129,pb0ws3r
16002,1506887575587463169,01Funkytown
16009,898565402346827779,USJewishDems
16014,3909783921,Vu_Reports
16018,1469219678211899392,CatieZee
16027,1330278736554582016,RepAuchincloss
16028,1479290779709239296,NanLee1124
16032,1868332588470861824,AmandaStarkey79
16053,46214215,AgriTrends
16083,18316259,settofaze
16091,406462072,EvanRuffini
16116,1107278663207342080,FlyCNews
16130,25019120,vandj4ever
16131,14574380,EgbertoWillies
16136,3959989991,dloydfaulk
16153,399143967,alanfossler
16157,1876297431241158656,FionaLynch84570
16163,69156861,TheChiefNerd
16173,2851000468,Onegreystray
16192,1949763854,DMNBiz
16195,960285302899298304,EvanAKilgore
16197,2553769874,EdoajoEric
16208,575500795,evasuncle
16241,34408232,stepanouk
16249,2434051392,SymoneDSanders
16258,1601948775681085440,Woodrow17165268
16259,1328315231093870592,AnastasiaforKam
16276,34383891,bulldoghill
16284,27088125,suziewooz
16300,1461706800554647556,ThisOldGuy3
16307,262594635,TulipPenney
16343,1077019129,Arkypatriot
16423,1674510939385655318,Blisalane
16441,1646521715051368452,MAHA_PAC
16443,102243250,manofbird
16451,1859671468163887104,ChampionEddie12
16476,1479927060,MountSinai_IP
16479,3048930572,TaiwanNewsEN
16481,47799548,aftab_usa
16516,1818006352523837440,dfrankie515
16542,1682113482013941760,McCulloughFund
16551,1592789714842566658,nycliusa
16570,14065981,AKpublicnews
16580,1258669878229245954,AdeleBKG
16613,1629042465259782144,DrGulGulcu
16684,1857983762715566080,Macbreego
16731,525798275,fararod
16755,813652994,BenghaziExpert
16776,17427991,Immunize_USA
16778,165877045,scrmsfmthundrgr
16792,1904911326,Gov_NB
16836,116066894,sharlincita
16840,486766063,SEP_US
16867,848708967308156928,wesjenk99
16873,35729673,rleas
16897,25581369,the_herald
16945,2467791,washingtonpost
16969,55575557,sarajerving
16970,1594165314203230210,LoraConnor7
16981,128776689,SaiKate108
16985,824343237926150144,KlungnessKelly
17007,15631338,wwmtnews
17013,1706352765184712704,GotchaUganda
17035,1762489535278022656,GF_NO_GEMINI
17045,1553188284754546697,HarleyGal54
17048,51241574,AP
17049,1046758942909566977,accountable_us
17077,354938433,NGAHealthDist
17086,37303117,HoustonHealth
17088,98432077,yoitsmehaley
17089,1838187858722762752,harleydarlings
17090,49438856,MorgyWV
17104,1472464970,Speak4Tomorrow
17114,3876322150,FuruKyouka
17130,2884771,Newsweek
17158,1253827213784494080,ThePFID
17228,1065779721986863105,cowboypar
17229,1732022731036557312,1Elohim333
17241,1519338979,sayerjigmi
17255,1722914345590693888,SuperHenna
17260,3298262277,elacha123
17267,1630037201412145153,BHappy3
17283,274635260,Chathamnews
17290,1123431740809318400,han_francis
17298,1619991985409982464,UnitedAMH
17304,1488460401910104064,SHRC_official
17327,27648427,IDinChildren
17332,846412273526722560,BKKliberty
17343,1030169069700427777,sub__tara
17370,218565801,Global_Montreal
17384,2515925815,NewsroomGC
17405,22519305,KelliBruer
17411,1685161292179345408,BryceMLipscomb
17423,285165232,ASMicrobiology
17450,20511717,dylanbgeorge
17459,1588596190022553600,LincolnSquareHQ
17478,20729667,neoavatara
17487,95949373,ReligionProf
17514,1814828577969307648,basedandbiased1
17517,1644384614,MattBerryWife
17523,43402665,Josh_Long_23
17541,1850733144355291136,k_n14t
17553,141412902,myrddenbuckley
17555,269581619,7NewsAdelaide
