Source_user,Tweet_count,Username,Tweet_id,Text,In_reply_to,Created At,Retweets,Likes
aftab_usa,1,reddogguy1,1885457263717970100,@aftab_usa @BeckyQuick @ScottGottliebMD And he’s on the board of Pfizer.,1885437475381752258,Fri Jan 31 22:36:56 +0000 2025,0,2
aftab_usa,2,ewaltersUSC,1885443061570036084,@aftab_usa @BeckyQuick @ScottGottliebMD Maybe or maybe not but there is a clear and material conflict of interest that needs to be CLEARLY disclosed.,1885437475381752258,Fri Jan 31 21:40:30 +0000 2025,0,2
aftab_usa,3,PhilSerenityNow,1885349722317078551,@aftab_usa No one is saying not to take those vaccines but many are in question,1885346828998045928,Fri Jan 31 15:29:36 +0000 2025,0,0
